蓝光秒开,#genre#   
CCTV-1综合,http://112.50.243.8/PLTV/88888888/224/3221225829/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226154/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226346/1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-1/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225922/1.m3u8
CCTV-2财经,http://101.71.255.229:6610/zjhs/2/10089/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230716/01.m3u8?fmt=ts2hls#http://112.50.243.8/PLTV/88888888/224/3221225800/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226371/1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-2/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225923/1.m3u8
CCTV-3综艺,http://101.71.255.229:6610/zjhs/2/10128/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.135.138.59:18890/PLTV/88888910/224/3221225792/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-3/1.m3u8#http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/7583927553614607925/1.m3u8?stbId=005301FF001589101611549359B9531C&channel-id=shvoolive&Contentid=7583927553614607925&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=7583927553614607925&owchid=shvoolive&owsid=4975061579531175360&AuthInfo=2TOfGIahP4HrGWrHbpJXVMtGfw%2Bi1RmSk6DRVWhSYHpPQhuPB3gB9HD2kYmj6h2ghYJH%2BZemKqNLOjvtazNyyelvyYAlIu0Li8OHrMDUf9T6xYM6NbVkTDG8Dli2hoZV
CCTV-4国际,http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://112.50.243.8/PLTV/88888888/224/3221225802/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226314/1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-4/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225802/1.m3u8
CCTV-5体育,http://39.134.176.161/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229791/01.m3u8?fmt=ts2hls#http://101.71.255.229:6610/zjhs/2/10130/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://112.17.40.145/PLTV/88888888/224/3221226687/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-5/1.m3u8#http://39.134.168.91/PLTV/1/224/3221225556/index.m3u8
CCTV-5+体育赛事,http://112.50.243.8/PLTV/88888888/224/3221225821/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226225/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226349/1.m3u8#http://121.31.30.91:8081/ysten-business/live/hdcctv05plus/1.m3u8#http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
CCTV-6电影,http://101.71.255.229:6610/zjhs/2/10131/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.135.137.4:80/wh7f454c46tw2058883023_-1170510997/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225607/1590394338-1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-6/1.m3u8#http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8
CCTV-7国际军事,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.135.137.24:80/wh7f454c46tw2105818464_66081598/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1590394442-1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-7/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226255/index.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225927/1.m3u8
CCTV-8电视剧,http://101.71.255.229:6610/zjhs/2/10132/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.135.137.26:80/wh7f454c46tw2205857825_1758180547/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225608/1590394473-1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-8/1.m3u8#http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226257/index.m3u8
CCTV-9记录,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8
CCTV-10科教,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-10/1.m3u8#http://120.221.5.101:8089/PLTV/88888888/224/3221225761/index.m3u8
CCTV-11戏曲,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.135.137.32:80/wh7f454c46tw2325329685_589454503/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/1590394599-1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226315/1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-11/1.m3u8
CCTV-12社会与法,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.135.137.15:80/wh7f454c46tw2356594541_16775929/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/1590394616-1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-12/1.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226230/index.m3u8
CCTV-13新闻,http://101.71.255.229:6610/zjhs/2/10155/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230877/01.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-13/1.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://223.110.241.130:6610/gitv/live1/G_CCTV-13-HQ/.m3u8
CCTV-14少儿,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230701/01.m3u8?fmt=ts2hls#http://121.31.30.91:8081/ysten-business/live/cctv-14/1.m3u8#http://117.148.187.37/PLTV/88888888/224/3221226126/index.m3u8
CCTV-15音乐,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230658/01.m3u8?fmt=ts2hls#http://39.135.137.15:80/wh7f454c46tw2470108401_867880931/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/1590394736-1.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-15/1.m3u8
CCTV-17农业农村,http://39.135.135.69:80/wh7f454c46tw2502569607_-2019737503/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1590394775-1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8#http://39.130.206.213:6410/gitv_live/G_CCTV-17-HD/G_CCTV-17-HD.m3u8
CETV-1,http://39.134.67.2:80/wh7f454c46tw2551454013_-1009803773/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/1590394833-1.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226282/index.m3u8#http://39.130.206.213:6410/gitv_live/G_CETV-1-HD/G_CETV-1-HD.m3u8
CETV4,http://39.135.137.38:80/wh7f454c46tw2601772753_1314947149/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/1590394879-1.m3u8#
CCTV老故事,http://223.110.247.161:6610/gitv/live1/G_LAOGUSHI/G_LAOGUSHI
CCTV风云剧场,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225700/1/index.m3u8?fmt=ts2hls
CCTV风云音乐,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225698/1/index.m3u8?fmt=ts2hls#http://hls111.dszbdq.cn/gudou.php?id=fengyunyinyue_1500
CCTV怀旧剧场,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225765/1/index.m3u8?fmt=ts2hls#http://hls111.dszbdq.cn/gudou.php?id=huaijiujuchang_1500
CCTV世界地理,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls
CCTV第一剧场,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225702/1/index.m3u8?fmt=ts2hls#http://hls111.dszbdq.cn/gudou.php?id=diyijuchang_1500
CCTV发现之旅,http://223.110.247.161:6610/gitv/live1/G_FAXIANZL/G_FAXIAN
CCTV女性时尚,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225699/1/index.m3u8?fmt=ts2hls#http://hls111.dszbdq.cn/gudou.php?id=nvxingshishang_1500
CCTV-文化精品,http://39.135.9.77/gz.ucdn.10086.cn/PLTV/88888888/224/3221225675/1/index.m3u8?fmt=ts2hls

卫视直播,#genre#   
湖南卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226162/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8
东方卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226142/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225506/index.m3u8
浙江卫视,http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228837/index.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226365/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226136/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225522/index.m3u8
江苏卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226140/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225514/index.m3u8
安徽卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226185/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
北京卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8#http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225526/index.m3u8
深圳卫视,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230676/01.m3u8?fmt=ts2hls#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225897/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226203/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225534/index.m3u8
天津卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
东南卫视,http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8
广东卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225878/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226225/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225530/index.m3u8
湖北卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8#http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225546/index.m3u8
江西卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226557/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
辽宁卫视,http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/liaoning_2/index.m3u8
山东卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225894/1.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226244/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225542/index.m3u8
重庆卫视,http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8
龙江卫视,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230710/01.m3u8?fmt=ts2hls#http://117.148.187.88/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228827/index.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226555/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225538/index.m3u8
河南卫视,http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
甘肃卫视,http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
贵州卫视,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
河北卫视,http://live5.plus.hebtv.com/hbws/sd/live.m3u8#http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8
吉林卫视,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8
四川卫视,http://scgctvshow.sctv.com/scgc/sctv1deu5453w/1.m3u8#http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8#http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/sichuan_2/index.m3u8
云南卫视,http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8
海南卫视,http://39.134.39.38/PLTV/88888888/224/3221226301/index.m3u8#http://39.134.185.235/PLTV/88888888/224/3221226116/index.m3u8
宁夏卫视,http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8
青海卫视,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
厦门卫视,http://223.110.247.161:6610/gitv/live1/G_XIAMEN/G_XIAMEN#http://cstvpull.live.wscdns.com/live/xiamen.flv#http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangba/1.m3u8#http://scgctvshow.sctv.com/sdlive/kangba/1.m3u8
内蒙卫视,http://121.31.30.91:8081/ysten-business/live/neimenggustv/1.m3u8#http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8
西藏卫视,http://223.110.247.161:6610/gitv/live1/G_XIZANG/G_XIZANG#http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8
新疆卫视,http://223.110.247.161:6610/gitv/live1/G_XINJIANG/G_XINJIANG
兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8#http://101.71.255.229:6610/zjhs/2/10006/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://223.110.247.161:6610/gitv/live1/G_BINGTUAN/G_BINGTUAN
三沙卫视,http://ivi.bupt.edu.cn/hls/sstv.m3u8
南方卫视,http://223.110.247.161:6610/gitv/live1/G_NANFANG/G_NANFANG#http://39.134.156.12/PLTV/88888888/224/3221225614/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
延边卫视,http://223.110.247.161:6610/gitv/live1/G_YANBIAN/G_YANBIAN#http://live.ybtvyun.com/video/s10006-a772df604950/index.m3u8
安多卫视,http://223.110.247.161:6610/gitv/live1/G_ANDUO/G_ANDUO#http://39.134.157.205/PLTV/88888888/224/3221225541/index.m3u8

少儿频道,#genre#
动漫秀场蓝光,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
爱动漫,http://112.50.243.8/PLTV/88888888/224/3221226141/1.m3u8#http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV新科动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
哈哈炫动,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2_hd.m3u8
广东嘉佳,http://125.210.152.18:9090/live/XDKT.m3u8
广东少儿,http://nclive.grtn.cn/jjkt/sd/live.m3u8
南京少儿,http://nclive.grtn.cn/tvs5/sd/live.m3u8#http://live.nbs.cn/channels/njtv/sepd/flv:500k/live
武汉少儿,http://live.nbs.cn/channels/njtv/sepd/flv:500k/live
甘肃少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
福州少儿,http://stream.gstv.com.cn/sepd/sd/live.m3u8#http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
山西少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
BTV卡酷少儿,http://live2.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiChild#http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221226097/index.m3u8
云南少儿,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221226097/index.m3u8#http://edge2.yntv.cn/channels/yntv/ynse/flv:sd/live
金鹰卡通,http://121.31.30.90:8085/ysten-business/live/jinyingkaton/1.m3u8
CCTV-14少儿,http://121.31.30.91:8081/ysten-business/live/cctv-14/1.m3u8
优漫卡通,http://223.110.243.171/PLTV/3/224/3221226982/index.m3u8
北京少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8#http://219.153.252.50/PLTV/88888888/224/3221225646/1.m3u8

体育直播,#genre#
博斯网球,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8
劲爆体育,http://liveplay-kk.rtxapp.com/live/program/live/jbtyhd/2300000/mnf.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226170/index.m3u8#http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
吉林篮球,http://stream1.jlntv.cn/lqpd/sd/live.m3u8
CCTV-5体育,http://121.31.30.91:8081/ysten-business/live/cctv-5/1.m3u8
CCTV-5+体育赛事,http://112.50.243.8/PLTV/88888888/224/3221225939/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225821/1.m3u8
IPTV5+,http://39.134.39.39/PLTV/88888888/224/3221226273/index.m3u8
五星体育,http://liveplay-kk.rtxapp.com/live/program/live/ssty/2300000/mnf.m3u8#http://140.207.241.2:8080/live/program/live/ssty/4000000/mnf.m3u8#http://117.156.28.21/PLTV/88888888/224/3221225603/index.m3u8#http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8#http://183.207.255.188/live/program/live/ssty/2300000/mnf.m3u8
FTV足球,http://ivi.bupt.edu.cn/hls/zqhd.m3u8
Newtv精品体育,http://112.50.243.8/PLTV/88888888/224/3221225886/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226819/index.m3u8
精彩体育,http://39.134.19.57/PLTV/88888888/224/3221225809/index.m3u8
